App name,No.,Time,Source,Destination,Protocol,Length
Messages,1727,0.0,172.30.1.1,172.30.1.250,QUIC,812
Messages,1728,0.0002340000000060627,172.30.1.1,172.30.1.250,QUIC,108
Messages,1729,0.16489500000000135,172.30.1.250,172.30.1.1,QUIC,104
Messages,1730,0.17230200000000195,172.30.1.250,172.30.1.1,QUIC,100
Messages,1731,0.19343800000001465,172.30.1.1,172.30.1.250,QUIC,108
Messages,1732,0.49750600000001555,172.30.1.250,172.30.1.1,QUIC,192
Messages,1733,0.4980730000000051,172.30.1.1,172.30.1.250,QUIC,112
Messages,1734,0.5762030000000209,172.30.1.250,172.30.1.1,QUIC,100
Google Play service,1735,1.3867050000000063,172.30.1.250,172.30.1.1,TLSv1.3,432
Google Play service,1736,1.3880240000000015,172.30.1.1,172.30.1.250,TCP,88
Messages,1737,1.4472120000000075,172.30.1.250,172.30.1.1,QUIC,796
Messages,1738,1.4473070000000234,172.30.1.250,172.30.1.1,QUIC,796
Messages,1739,1.4477569999999957,172.30.1.1,172.30.1.250,QUIC,108
Messages,1740,1.6304090000000144,172.30.1.1,172.30.1.250,QUIC,492
Messages,1741,1.6306160000000034,172.30.1.1,172.30.1.250,QUIC,108
Messages,1742,1.6818750000000193,172.30.1.250,172.30.1.1,QUIC,104
Messages,1743,1.7156350000000202,172.30.1.1,172.30.1.250,QUIC,108
Messages,1744,1.7215450000000203,172.30.1.250,172.30.1.1,QUIC,100
Messages,1745,1.7643750000000011,172.30.1.250,172.30.1.1,QUIC,796
Messages,1746,1.7808700000000215,172.30.1.250,172.30.1.1,QUIC,184
Messages,1747,1.782022000000012,172.30.1.1,172.30.1.250,QUIC,112
Messages,1748,2.0334390000000155,172.30.1.1,172.30.1.250,QUIC,108
Messages,1749,2.080430000000007,172.30.1.250,172.30.1.1,QUIC,184
Messages,1750,2.0811860000000024,172.30.1.1,172.30.1.250,QUIC,108
Messages,1751,2.115701999999999,172.30.1.250,172.30.1.1,QUIC,100
Messages,1752,2.237140000000011,172.30.1.250,172.30.1.1,QUIC,108
Messages,1753,2.2379910000000223,172.30.1.1,172.30.1.250,QUIC,108
Messages,1754,2.3234309999999994,172.30.1.250,172.30.1.1,QUIC,100
Messages,1755,2.411434000000014,172.30.1.250,172.30.1.1,QUIC,108
