App name,No.,Time,Source,Destination,Protocol,Length
Accountable2You,741,0.0,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,742,39.676006,172.30.1.1,172.30.1.250,DNS,112
Accountable2You,743,40.07718699999998,172.30.1.250,172.30.1.1,DNS,152
Accountable2You,744,40.08416699999998,172.30.1.1,172.30.1.250,TCP,108
Accountable2You,745,40.174565,172.30.1.250,172.30.1.1,TCP,96
Accountable2You,746,40.17587399999999,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,747,40.179327,172.30.1.1,172.30.1.250,TLSv1.3,604
Accountable2You,748,40.179760999999985,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,749,40.260170999999985,172.30.1.250,172.30.1.1,TLSv1.3,6860
Accountable2You,750,40.26169299999998,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,751,40.29454199999998,172.30.1.1,172.30.1.250,TLSv1.3,152
Accountable2You,752,40.294932999999986,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,753,40.300275,172.30.1.1,172.30.1.250,TLSv1.3,132
Accountable2You,754,40.30054899999999,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,755,40.30077399999999,172.30.1.1,172.30.1.250,TLSv1.3,160
Accountable2You,756,40.300929999999994,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,757,40.303026999999986,172.30.1.1,172.30.1.250,TLSv1.3,160
Accountable2You,758,40.303128999999984,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,759,40.419816999999995,172.30.1.250,172.30.1.1,TLSv1.3,864
Accountable2You,760,40.42095499999999,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,761,40.422967,172.30.1.1,172.30.1.250,TLSv1.3,120
Accountable2You,762,40.423047999999994,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,763,40.42357899999999,172.30.1.1,172.30.1.250,TLSv1.3,112
Accountable2You,764,40.423602999999986,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,765,40.42377499999998,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,766,40.423812,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,767,40.43059299999999,172.30.1.1,172.30.1.250,TCP,108
Accountable2You,768,40.47736499999999,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,769,40.486063,172.30.1.250,172.30.1.1,TCP,96
Accountable2You,770,40.486440999999985,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,771,40.490680999999995,172.30.1.1,172.30.1.250,TLSv1.3,616
Accountable2You,772,40.49121599999998,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,773,40.66696299999998,172.30.1.250,172.30.1.1,TLSv1.3,304
Accountable2You,774,40.668475,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,775,40.67354999999998,172.30.1.1,172.30.1.250,TLSv1.3,152
Accountable2You,776,40.67426999999998,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,777,40.67607899999999,172.30.1.1,172.30.1.250,TLSv1.3,864
Accountable2You,778,40.67652199999998,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,779,40.798133999999976,172.30.1.250,172.30.1.1,TLSv1.3,1124
Accountable2You,780,40.79906599999998,172.30.1.1,172.30.1.250,TCP,88
Outlook,781,41.15747299999998,172.30.1.250,172.30.1.1,TLSv1.2,120
Outlook,782,41.158424999999994,172.30.1.1,172.30.1.250,TCP,88
Outlook,783,41.169252,172.30.1.250,172.30.1.1,TCP,88
Outlook,784,41.213408999999984,172.30.1.1,172.30.1.250,TCP,88
Teams,785,42.874859999999984,172.30.1.250,172.30.1.1,TLSv1.2,120
Teams,786,42.87633499999998,172.30.1.1,172.30.1.250,TCP,88
Teams,787,53.18147099999999,172.30.1.250,172.30.1.1,TCP,88
Teams,788,76.04680299999998,172.30.1.250,172.30.1.1,TCP,88
Teams,789,76.07245999999998,172.30.1.1,172.30.1.250,DNS,140
Teams,790,76.07359499999998,172.30.1.1,172.30.1.250,DNS,140
Teams,791,76.07639499999999,172.30.1.1,172.30.1.250,TCP,108
Teams,792,76.187207,172.30.1.250,172.30.1.1,DNS,200
Teams,793,76.18888099999998,172.30.1.250,172.30.1.1,DNS,212
Teams,794,76.226359,172.30.1.250,172.30.1.1,TCP,96
Teams,795,76.227103,172.30.1.1,172.30.1.250,TCP,88
Teams,796,76.22944999999999,172.30.1.1,172.30.1.250,TLSv1.2,396
Teams,797,76.231788,172.30.1.250,172.30.1.1,TCP,88
Teams,798,76.47081699999998,172.30.1.250,172.30.1.1,TCP,2784
Teams,799,76.47193899999999,172.30.1.1,172.30.1.250,TCP,88
Teams,800,76.472015,172.30.1.250,172.30.1.1,TLSv1.2,1592
